SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,254 E Cottage St #3,Boston,MA,02125,625000,4,2.0,Dorchester,1993,2683,1905,30,314,300,Active,,,http://www.redfin.com/MA/Boston/254-E-Cottage-St-02125/home/9319485,MLS PIN,72248546,N,Y,42.3188233,-71.0583922
MLS Listing,,Condo/Co-op,47 Saint Botolph St #301,Boston,MA,02116,889999,2,2.0,Back Bay,1038,,1899,40,857,320,Active,,,http://www.redfin.com/MA/Boston/47-Saint-Botolph-St-02116/unit-301/home/9306697,MLS PIN,72243870,N,Y,42.3463197,-71.0794567
MLS Listing,,Multi-Family (2-4 Unit),416 Hyde Park Ave,Boston,MA,02131,599900,2,2.5,Boston,1900,2700,1955,66,316,,Active,,,http://www.redfin.com/MA/Boston/416-Hyde-Park-Ave-02131/home/9167198,MLS PIN,72232272,N,Y,42.2863044,-71.1184163
MLS Listing,,Condo/Co-op,40 Fay St #407,Boston,MA,02118,699500,1,1.0,South End,648,648,2006,143,1079,388,Active,,,http://www.redfin.com/MA/Boston/40-Fay-St-02118/unit-407/home/21717899,MLS PIN,72193480,N,Y,42.3433672,-71.0648142
MLS Listing,,Townhouse,22 Constellation Wharf #22,Boston,MA,02129,1775000,3,3.5,Charlestown's Navy Yard,2800,,1987,160,634,1987,Active,,,http://www.redfin.com/MA/Boston/22-Constellation-Wharf-02129/unit-22/home/144225332,MLS PIN,72184540,N,Y,42.3748712,-71.0507953
MLS Listing,,Multi-Family (2-4 Unit),Thirty7 Fenton St,Boston,MA,02122,650000,3,4.0,Dorchester,1944,2600,1910,1,334,,Active,,,http://www.redfin.com/MA/Boston/Thirty7-Fenton-St-02122/home/144379566,MLS PIN,72258489,N,Y,42.2967146,-71.0527482
MLS Listing,,Townhouse,46 Alpine St #1,Boston,MA,02119,529999,2,2.5,Roxbury,1485,,2017,1,357,240,Active,,,http://www.redfin.com/MA/Boston/46-Alpine-St-02119/unit-1/home/144376682,MLS PIN,72258443,N,Y,42.325461,-71.086326
MLS Listing,,Single Family Residential,59 Rockdale St,Boston,MA,02126,529000,4,2.0,Mattapan,1792,5000,1910,1,295,,Active,December-2-2017 12:00 PM,December-2-2017 02:00 PM,http://www.redfin.com/MA/Boston/59-Rockdale-St-02126/home/9162201,MLS PIN,72258439,N,Y,42.2672694,-71.0979704
MLS Listing,,Multi-Family (2-4 Unit),282 Columbia Rd,Boston,MA,02121,350000,6,3.0,Dorchester,4248,2527,1935,1,82,,Active,,,http://www.redfin.com/MA/Boston/282-Columbia-Rd-02121/home/9070191,MLS PIN,72258434,N,Y,42.3091734,-71.0743224
MLS Listing,,Single Family Residential,112 Riverside Dr,Dedham,MA,02026,459980,3,1.0,Dedham,1240,5000,1948,1,371,,Active,,,http://www.redfin.com/MA/Dedham/112-Riverside-Dr-02026/home/8844619,MLS PIN,72258425,N,Y,42.2736907,-71.1761145
MLS Listing,,Multi-Family (2-4 Unit),1596 Columbia Rd,Boston,MA,02127,1999000,8,3.0,South Boston,3939,3020,1905,1,507,,Active,,,http://www.redfin.com/MA/Boston/1596-Columbia-Rd-02127/home/9193905,MLS PIN,72258390,N,Y,42.3300415,-71.0376404
MLS Listing,,Single Family Residential,13 Wenlock Rd,Boston,MA,02122,999000,3,2.5,Dorchester,3300,5000,2017,2,303,,Active,,,http://www.redfin.com/MA/Boston/13-Wenlock-Rd-02122/home/144359305,MLS PIN,72258216,N,Y,42.2847837,-71.0484612
MLS Listing,,Single Family Residential,30 Port Norfolk St,Boston,MA,02122,949000,3,3.5,Dorchester,3011,3323,2017,2,315,,Active,,,http://www.redfin.com/MA/Boston/30-Port-Norfolk-St-02122/home/144359289,MLS PIN,72258213,N,Y,42.290204,-71.0409359
MLS Listing,,Condo/Co-op,140 Shawmut Ave Unit 1B,Boston,MA,02118,649000,1,1.0,South End,654,,2017,2,992,219,Active,,,http://www.redfin.com/MA/Boston/140-Shawmut-Ave-02118/unit-1B/home/101105783,MLS PIN,72258173,N,Y,42.3459437,-71.06581
MLS Listing,,Condo/Co-op,510 Norfolk St #1,Boston,MA,02126,75000,4,1.0,Mattapan,1222,1136,1905,3,61,245,Active,,,http://www.redfin.com/MA/Boston/510-Norfolk-St-02126/unit-1/home/12428403,MLS PIN,72258151,N,Y,42.2790344,-71.0892336
MLS Listing,,Multi-Family (2-4 Unit),6 Bickford Ave,Boston,MA,02120,1400000,8,3.0,Mission Hill,3180,2838,1900,3,440,,Active,,,http://www.redfin.com/MA/Boston/6-Bickford-Ave-02120/home/144358922,MLS PIN,72258139,N,Y,42.3265439,-71.1025341
MLS Listing,,Multi-Family (2-4 Unit),640 Morton St,Boston,MA,02126,769000,6,3.0,Boston,4398,2842,1905,3,175,,Active,November-27-2017 05:30 PM,November-27-2017 07:00 PM,http://www.redfin.com/MA/Boston/640-Morton-St-02126/home/9101720,MLS PIN,72258129,N,Y,42.2866225,-71.0932597
MLS Listing,,Condo/Co-op,170 W Broadway #212,Boston,MA,02127,649900,1,1.0,South Boston,721,,2017,3,901,235,Active,,,http://www.redfin.com/MA/Boston/170-W-Broadway-02127/unit-212/home/144357507,MLS PIN,72258117,N,Y,42.3405037,-71.0528772
MLS Listing,,Condo/Co-op,120 Bradlee St #5,Boston,MA,02316,155000,1,1.0,Hyde Park,720,720,1970,4,215,273,Active,,,http://www.redfin.com/MA/Boston/5-Bradlee-St-02136/unit-5/home/144357116,MLS PIN,72258095,N,Y,42.2665939,-71.1153387
MLS Listing,,Single Family Residential,70 Cowing St,Boston,MA,02132,649900,5,3.0,West Roxbury,2248,4308,1935,4,289,,Active,,,http://www.redfin.com/MA/Boston/70-Cowing-St-02132/home/9214874,MLS PIN,72258057,N,Y,42.2739535,-71.1486688
MLS Listing,,Condo/Co-op,3 Avery St #505,Boston,MA,02111,765000,1,2.0,Boston,1270,,2004,4,602,2050,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-505/home/11838490,MLS PIN,72257982,N,Y,42.3534171,-71.0625985
MLS Listing,,Multi-Family (2-4 Unit),247 Princeton St,Boston,MA,02128,950000,6,3.0,East Boston,3999,2500,1890,4,238,,Active,,,http://www.redfin.com/MA/Boston/247-Princeton-St-02128/home/9120524,MLS PIN,72257966,N,Y,42.3793473,-71.0305734
MLS Listing,,Single Family Residential,41 Telegraph St,Boston,MA,02127,999999,3,2.0,Boston,1500,1018,1890,4,667,,Active,,,http://www.redfin.com/MA/Boston/41-Telegraph-St-02127/home/9306993,MLS PIN,72257964,N,Y,42.3328062,-71.0491976
MLS Listing,,Condo/Co-op,2 W 6th #201,Boston,MA,02127,1100000,3,2.0,South Boston,1467,,2017,5,750,523,Active,,,http://www.redfin.com/MA/Boston/2-W-6th-St-02127/unit-201/home/144353427,MLS PIN,72257842,N,Y,42.3394612,-71.05709
MLS Listing,,Condo/Co-op,121 Portland St #701,Boston,MA,02114,905000,2,2.0,Midtown,764,,2017,5,1185,575,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-701/home/108632733,MLS PIN,72257777,N,Y,42.3635475,-71.060897
MLS Listing,,Single Family Residential,53 Sunset Hill Rd,Boston,MA,02132,649000,4,1.5,West Roxbury,1581,6057,1967,5,410,,Active,,,http://www.redfin.com/MA/Boston/53-Sunset-Hill-Rd-02132/home/9170007,MLS PIN,72257774,N,Y,42.2907436,-71.1448022
MLS Listing,,Condo/Co-op,6 Pinedale Rd #3,Boston,MA,02131,325000,2,1.0,Roslindale,755,755,1910,5,430,200,Active,,,http://www.redfin.com/MA/Boston/6-Pinedale-Rd-02131/unit-3/home/9313946,MLS PIN,72257712,N,Y,42.2777322,-71.1213038
MLS Listing,,Multi-Family (2-4 Unit),77 Keystone St,Boston,MA,02132,790000,4,2.0,West Roxbury,1764,5641,1945,5,448,,Active,,,http://www.redfin.com/MA/Boston/77-Keystone-St-02132/home/9219208,MLS PIN,72257689,N,Y,42.2690205,-71.1649398
MLS Listing,,Condo/Co-op,2 Avery St Unit 21A,Boston,MA,02111,969000,1,1.5,Midtown,803,803,2000,5,1207,1075,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-21A/home/11511052,MLS PIN,72257684,N,Y,42.3528703,-71.0629976
MLS Listing,,Condo/Co-op,11 Everett Ave #3,Boston,MA,02125,479000,2,1.0,Dorchester,790,,1895,5,606,176,Active,,,http://www.redfin.com/MA/Boston/11-Everett-Ave-02125/unit-3/home/113679968,MLS PIN,72257600,N,Y,42.315712,-71.06316
MLS Listing,,Condo/Co-op,20 Rowes Wharf #705,Boston,MA,02110,1950000,2,2.0,Waterfront,1401,1401,1987,5,1392,2293,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-705/home/9229953,MLS PIN,72257593,N,Y,42.3569094,-71.0500568
MLS Listing,,Single Family Residential,8 Peacevale Rd,Boston,MA,02124,370000,5,2.0,Dorchester Center,1889,4699,1900,6,196,,Active,,,http://www.redfin.com/MA/Boston/8-Peacevale-Rd-02124/home/9082834,MLS PIN,72257582,N,Y,42.2879147,-71.0764329
MLS Listing,,Condo/Co-op,309-311 Emerson St #18,Boston,MA,02127,369900,1,1.0,South Boston's City Point,668,,1887,6,554,297,Active,,,http://www.redfin.com/MA/Boston/309-Emerson-St-02127/unit-18/home/9197308,MLS PIN,72257475,N,Y,42.3344623,-71.0341014
MLS Listing,,Condo/Co-op,29 Lawrence Ave #1,Boston,MA,02121,389900,3,2.0,Dorchester,1151,,2017,6,339,200,Active,,,http://www.redfin.com/MA/Boston/29-Lawrence-Ave-02121/unit-1/home/144349052,MLS PIN,72257411,N,Y,42.312766,-71.0788309
MLS Listing,,Condo/Co-op,997-1003 Saratoga #3,Boston,MA,02128,379000,2,1.0,Boston,724,,1910,6,523,100,Active,,,http://www.redfin.com/MA/Boston/1003-Saratoga-St-02128/unit-3/home/21719114,MLS PIN,72257325,N,Y,42.3864843,-71.0067804
MLS Listing,,Multi-Family (2-4 Unit),323-325 Fuller St,Boston,MA,02124,725000,7,2.5,Dorchester,2928,6090,1910,7,248,,Active,,,http://www.redfin.com/MA/Boston/323-325-Fuller-St-02124/home/9088908,MLS PIN,72257287,N,Y,42.280199,-71.080636
MLS Listing,,Condo/Co-op,472 Talbot Ave #4,Boston,MA,02124,399000,2,1.0,Boston,700,,1910,8,570,200,Active,,,http://www.redfin.com/MA/Boston/472-Talbot-Ave-02124/unit-4/home/144331973,MLS PIN,72257118,N,Y,42.2888765,-71.0663355
MLS Listing,,Condo/Co-op,723 E Fifth St #1,Boston,MA,02127,739000,2,2.0,South Boston,1145,1145,1890,8,645,195,Active,,,http://www.redfin.com/MA/Boston/723-E-5th-St-02127/unit-1/home/21719492,MLS PIN,72257099,N,Y,42.3338626,-71.0308217
MLS Listing,,Condo/Co-op,5 Westglow St #1,Boston,MA,02122,299000,1,1.0,Dorchester,634,634,1959,8,472,138,Active,,,http://www.redfin.com/MA/Boston/5-Westglow-St-02122/unit-1/home/11837908,MLS PIN,72257078,N,Y,42.2887908,-71.0553329
MLS Listing,,Condo/Co-op,7 Baker Ct #5,Boston,MA,02125,739000,2,2.0,Boston,1442,,2017,8,512,375,Active,,,http://www.redfin.com/MA/Boston/7-Baker-Ct-02125/unit-5/home/144330315,MLS PIN,72257061,N,Y,42.3249374,-71.0633618
MLS Listing,,Condo/Co-op,320 Maverick #204,Boston,MA,02128,634900,2,2.0,East Boston's Jeffries Point,1087,,2017,9,584,371,Active,,,http://www.redfin.com/MA/Boston/320-Maverick-St-02128/unit-204/home/144328964,MLS PIN,72257015,N,Y,42.367161,-71.031554
MLS Listing,,Condo/Co-op,320 Maverick #207,Boston,MA,02128,448000,1,1.0,East Boston's Jeffries Point,659,,2017,9,680,234,Active,,,http://www.redfin.com/MA/Boston/320-Maverick-St-02128/unit-207/home/144328960,MLS PIN,72257014,N,Y,42.367161,-71.031554
MLS Listing,,Townhouse,22 Blue Jay Cir #601,Boston,MA,02126,355000,2,1.5,Boston,1228,,2017,9,289,382,Active,,,http://www.redfin.com/MA/Boston/22-Blue-Jay-Cir-02126/unit-601/home/144328699,MLS PIN,72256970,N,Y,42.2881294,-71.0953417
MLS Listing,,Single Family Residential,87 Byron St,Boston,MA,02128,624900,3,1.5,Orient Heights,1140,3570,1910,9,548,,Active,,,http://www.redfin.com/MA/Boston/87-Byron-St-02128/home/9121289,MLS PIN,72256967,N,Y,42.3842057,-71.0181062
MLS Listing,,Condo/Co-op,42 Eighth St #2310,Boston,MA,02129,589000,1,1.0,Charlestown,844,844,1899,9,698,607,Active,,,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-2310/home/11837797,MLS PIN,72256939,N,Y,42.3750209,-71.0523825
MLS Listing,,Single Family Residential,60 Marion St,Boston,MA,02128,435000,4,1.5,East Boston,1367,924,1880,9,318,,Active,November-29-2017 06:00 PM,November-29-2017 07:00 PM,http://www.redfin.com/MA/Boston/60-Marion-St-02128/home/9119318,MLS PIN,72256838,N,Y,42.3789268,-71.0375902
MLS Listing,,Multi-Family (2-4 Unit),12 Crowell,Boston,MA,02124,689000,6,3.0,Mattapan,3426,4520,1935,9,201,,Active,,,http://www.redfin.com/MA/Boston/12-Crowell-St-02124/home/11835161,MLS PIN,72256812,N,Y,42.283284,-71.0818613
MLS Listing,,Multi-Family (2-4 Unit),783 Washington,Boston,MA,02124,775000,8,3.0,Boston,4351,5270,1900,9,178,,Active,,,http://www.redfin.com/MA/Boston/783-Washington-St-02124/home/9090685,MLS PIN,72256805,N,Y,42.2842558,-71.0718565
MLS Listing,,Condo/Co-op,691 Massachusetts Ave #203,Boston,MA,02118,599000,1,1.0,South End,687,,2010,9,872,373,Active,,,http://www.redfin.com/MA/Boston/691-Massachusetts-Ave-02118/unit-203/home/40145881,MLS PIN,72256764,N,Y,42.335242,-71.075829
MLS Listing,,Condo/Co-op,1255 Adams St Unit WM104,Boston,MA,02124,679000,1,2.0,Dorchester's Lower Mills,1554,1554,1900,9,437,882,Active,,,http://www.redfin.com/MA/Boston/1255-Adams-St-02124/unit-WM104/home/109506057,MLS PIN,72256696,N,Y,42.2710088,-71.0686086
MLS Listing,,Condo/Co-op,6 HARTLAND St #1,Boston,MA,02125,739000,3,2.0,Dorchester's Savin Hill,1500,,2017,9,493,200,Active,,,http://www.redfin.com/MA/Boston/6-Hartland-St-02125/unit-1/home/144326757,MLS PIN,72256685,N,Y,42.3153621,-71.053457
MLS Listing,,Condo/Co-op,10 ENTERPRISE St #3,Boston,MA,02125,829000,2,2.0,Dorchester,1536,,2108,9,540,250,Active,,,http://www.redfin.com/MA/Boston/10-Enterprise-St-02125/unit-3/home/144326617,MLS PIN,72256673,N,Y,42.3237339,-71.0621913
MLS Listing,,Townhouse,329 Commonwealth Ave #1,Boston,MA,02115,2495000,3,2.0,Back Bay,1749,,1870,9,1427,635,Active,,,http://www.redfin.com/MA/Boston/329-Commonwealth-Ave-02115/unit-1/home/9243382,MLS PIN,72256663,N,Y,42.3499001,-71.0872656
MLS Listing,,Condo/Co-op,70 School St #2,Boston,MA,02119,569000,2,1.0,Jamaica Plain,1256,3500,1900,10,453,150,Active,,,http://www.redfin.com/MA/Boston/70-School-St-02119/unit-2/home/144326006,MLS PIN,72256652,N,Y,42.313884,-71.098857
MLS Listing,,Townhouse,128 Kenrick St #2,Boston,MA,02135,749900,4,3.0,Brighton,1815,1815,2007,10,413,352,Active,,,http://www.redfin.com/MA/Boston/128-Kenrick-St-02135/unit-2/home/25714541,MLS PIN,72256564,N,Y,42.346371,-71.1683615
MLS Listing,,Single Family Residential,11 Vista St,Boston,MA,02131,775000,4,2.5,Roslindale,2203,5600,1900,10,352,,Active,,,http://www.redfin.com/MA/Boston/11-Vista-St-02131/home/144350545,MLS PIN,72256561,N,Y,42.2788573,-71.1307327
MLS Listing,,Condo/Co-op,22 Mercer St #2,Boston,MA,02127,899900,3,3.0,South Boston,1262,,1880,10,713,200,Active,,,http://www.redfin.com/MA/Boston/22-Mercer-St-02127/unit-2/home/144325010,MLS PIN,72256475,N,Y,42.3330529,-71.0488809
MLS Listing,,Condo/Co-op,92 Chandler St #1,Boston,MA,02116,1995000,2,2.5,South End,1393,1742,1885,10,1432,322,Active,,,http://www.redfin.com/MA/Boston/92-Chandler-St-02116/unit-1/home/39930628,MLS PIN,72256473,N,Y,42.346351,-71.0726991
MLS Listing,,Condo/Co-op,500 Atlantic Ave Unit 14Q,Boston,MA,02210,579000,0,1.0,Waterfront,424,424,2006,10,1366,706,Active,,,http://www.redfin.com/MA/Boston/500-Atlantic-Ave-02210/unit-14Q/home/12439760,MLS PIN,72256457,N,Y,42.3539332,-71.0519953
MLS Listing,,Townhouse,156 Highland St #156,Boston,MA,02119,639000,2,1.0,Roxbury's Fort Hill,1678,,2017,10,381,337,Active,,,http://www.redfin.com/MA/Boston/156-Highland-St-02119/unit-156/home/144324849,MLS PIN,72256452,N,Y,42.32476,-71.0928829
MLS Listing,,Multi-Family (2-4 Unit),326 Chelsea St,Boston,MA,02128,1150000,8,3.0,East Boston,3183,2500,1915,10,361,,Active,,,http://www.redfin.com/MA/Boston/326-Chelsea-St-02128/home/9118633,MLS PIN,72256445,N,Y,42.3774587,-71.0303086
MLS Listing,,Condo/Co-op,212-214 Westville St #2,Boston,MA,02122,549000,3,3.0,Dorchester's Fields Corner,1665,6965,2017,10,330,200,Active,,,http://www.redfin.com/MA/Boston/214-Westville-St-02122/unit-2/home/144324825,MLS PIN,72256447,N,Y,42.3018521,-71.0646099
MLS Listing,,Condo/Co-op,22 Mercer St #1,Boston,MA,02127,599900,1,2.5,South Boston,1114,,1880,10,539,175,Active,,,http://www.redfin.com/MA/Boston/22-Mercer-St-02127/unit-1/home/144324824,MLS PIN,72256446,N,Y,42.3330529,-71.0488809
MLS Listing,,Condo/Co-op,1218 Vfw Pkwy #50,Boston,MA,02132,379000,2,2.0,West Roxbury,1036,1036,1986,10,366,332,Active,,,http://www.redfin.com/MA/Boston/1210-1218-Veterans-of-Foreign-Wars-Pkwy-02132/unit-50/home/9201313,MLS PIN,72256404,N,Y,42.2789235,-71.170962
MLS Listing,,Condo/Co-op,7 Langford Park #3,Boston,MA,02119,499000,3,2.0,Roxbury,1127,,1905,10,443,181,Active,,,http://www.redfin.com/MA/Boston/7-Langford-Park-02119/unit-3/home/144324589,MLS PIN,72256399,N,Y,42.3221411,-71.0797212
MLS Listing,,Single Family Residential,141 I,Boston,MA,02127,799000,3,2.0,South Boston,1300,1434,1930,10,615,,Active,,,http://www.redfin.com/MA/Boston/141-I-St-02127/home/9187859,MLS PIN,72256379,N,Y,42.3334175,-71.0401456
MLS Listing,,Multi-Family (2-4 Unit),67 Cottage St,Boston,MA,02128,690000,3,3.0,East Boston's Jeffries Point,1800,1000,1899,10,383,,Active,,,http://www.redfin.com/MA/Boston/67-Cottage-St-02128/home/9115911,MLS PIN,72256371,N,Y,42.3672942,-71.035364
MLS Listing,,Condo/Co-op,382 Commonwealth Ave #51,Boston,MA,02215,1249000,2,1.5,Boston,1121,,1900,10,1114,666,Active,,,http://www.redfin.com/MA/Boston/382-Commonwealth-Ave-02215/unit-51/home/9271957,MLS PIN,72256348,N,Y,42.3487851,-71.0895975
MLS Listing,,Condo/Co-op,42 8Th St #3402,Boston,MA,02129,679000,2,2.0,Charlestown,923,,1899,10,736,739,Active,,,http://www.redfin.com/MA/Boston/42-8th-St-02129/unit-3402/home/9326820,MLS PIN,72256300,N,Y,42.3750209,-71.0523825
MLS Listing,,Multi-Family (2-4 Unit),63-65 Bynner St,Boston,MA,02130,1295000,8,4.0,Jamaica Plain,2252,3532,1987,10,575,,Active,,,http://www.redfin.com/MA/Boston/65-Bynner-St-02130/home/9140957,MLS PIN,72256294,N,Y,42.3238958,-71.1113545
MLS Listing,,Multi-Family (2-4 Unit),227 Willow St,Boston,MA,02132,675000,4,2.0,West Roxbury,1618,5000,1920,10,417,,Active,,,http://www.redfin.com/MA/Boston/227-Willow-St-02132/home/9202745,MLS PIN,72256266,N,Y,42.2935767,-71.1568654
MLS Listing,,Townhouse,241 Perkins St Unit I202,Boston,MA,02130,749900,2,2.0,Jamaica Plain,1556,1852,1976,10,482,806,Active,,,http://www.redfin.com/MA/Boston/241-Perkins-St-02130/unit-I202/home/9143319,MLS PIN,72256243,N,Y,42.3211522,-71.1235806
MLS Listing,,Condo/Co-op,677 Massachusetts Ave #3,Boston,MA,02118,485000,1,1.0,Boston,670,670,1899,10,724,289,Active,,,http://www.redfin.com/MA/Boston/677-Massachusetts-Ave-02118/unit-3/home/9320000,MLS PIN,72256229,N,Y,42.335543,-71.076199
MLS Listing,,Condo/Co-op,333 Commonwealth Ave #16,Boston,MA,02115,1525000,2,2.0,Back Bay,1425,,1895,10,1070,844,Active,,,http://www.redfin.com/MA/Boston/333-Commonwealth-Ave-02115/unit-16/home/9243432,MLS PIN,72256208,N,Y,42.3498629,-71.0875035
MLS Listing,,Condo/Co-op,160 Commonwealth Ave #318,Boston,MA,02116,1499900,2,2.0,Back Bay,1410,,1871,11,1064,1218,Active,,,http://www.redfin.com/MA/Boston/160-Commonwealth-Ave-02116/unit-318/home/9265210,MLS PIN,72256110,N,Y,42.3512626,-71.0786231
MLS Listing,,Condo/Co-op,140 Shawmut Ave Unit 3A,Boston,MA,02118,1850000,3,2.5,South End,1859,,2017,11,995,946,Active,,,http://www.redfin.com/MA/Boston/140-Shawmut-Ave-02118/unit-3A/home/144161805,MLS PIN,72256099,N,Y,42.3459437,-71.06581
MLS Listing,,Condo/Co-op,63 Maverick Sq #11,Boston,MA,02128,599000,1,1.0,East Boston,1471,,1930,11,407,548,Active,,,http://www.redfin.com/MA/Boston/63-Maverick-Sq-02128/unit-11/home/9112451,MLS PIN,72256072,N,Y,42.3695095,-71.038726
MLS Listing,,Condo/Co-op,46 Woodward #46,Boston,MA,02127,899000,3,2.5,South Boston,1980,,2017,11,454,200,Active,,,http://www.redfin.com/MA/Boston/46-Woodward-St-02127/unit-46/home/144322186,MLS PIN,72256064,N,Y,42.331,-71.0555389
MLS Listing,,Condo/Co-op,96 Neponset Ave #1,Boston,MA,02122,629000,2,2.0,Dorchester's Neponset,1711,1281,2008,11,368,206,Active,,,http://www.redfin.com/MA/Boston/96-Neponset-Ave-02122/unit-1/home/16879899,MLS PIN,72256056,N,Y,42.2950606,-71.0528556
MLS Listing,,Condo/Co-op,651 E Sixth St Unit B,Boston,MA,02127,615000,2,1.0,South Boston,1065,,1905,11,577,225,Active,,,http://www.redfin.com/MA/Boston/651-E-6th-St-02127/unit-B/home/144322131,MLS PIN,72256049,N,Y,42.332894,-71.034402
MLS Listing,,Townhouse,8-R Mount Vernon St #7,Boston,MA,02125,749000,2,2.0,Dorchester,1690,1690,1900,11,443,459,Active,,,http://www.redfin.com/MA/Boston/8-Mount-Vernon-St-02125/unit-7/home/9062821,MLS PIN,72256037,N,Y,42.3228412,-71.0596535
MLS Listing,,Townhouse,10 ENTERPRISE St #1,Boston,MA,02125,929000,3,3.0,Dorchester,2000,,2018,11,465,300,Active,,,http://www.redfin.com/MA/Boston/10-Enterprise-St-02125/unit-1/home/144322096,MLS PIN,72256036,N,Y,42.3237339,-71.0621913
MLS Listing,,Condo/Co-op,10 ENTERPRISE St #2,Boston,MA,02125,699000,2,2.0,Dorchester,1200,,2107,11,583,200,Active,,,http://www.redfin.com/MA/Boston/10-Enterprise-St-02125/unit-2/home/144322095,MLS PIN,72256035,N,Y,42.3237339,-71.0621913
MLS Listing,,Condo/Co-op,150 Staniford St #905,Boston,MA,02114,739000,2,2.0,West End,1033,,1997,11,715,1757,Active,,,http://www.redfin.com/MA/Boston/150-Staniford-St-02114/unit-905/home/28623272,MLS PIN,72255978,N,Y,42.3644346,-71.0641088
MLS Listing,,Condo/Co-op,90 Wareham St #303,Boston,MA,02118,789000,1,1.0,South End,830,,2006,11,951,405,Active,,,http://www.redfin.com/MA/Boston/90-Wareham-St-02118/unit-303/home/39912619,MLS PIN,72255967,N,Y,42.3387161,-71.0666318
