SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),121 Florence St,Boston,MA,02131,629900,7,2.0,Roslindale,2408,6190,1900,11,262,,Active,,,http://www.redfin.com/MA/Boston/121-Florence-St-02131/home/9178991,MLS PIN,72255963,N,Y,42.2865913,-71.1236621
MLS Listing,,Condo/Co-op,40 Traveler St #405,Boston,MA,02118,815000,1,1.0,South End,742,,2018,11,1098,534,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-405/home/112388606,MLS PIN,72255915,N,Y,42.3443789,-71.0635677
MLS Listing,,Condo/Co-op,11 Gaylord St #3,Boston,MA,02124,299900,3,1.0,Dorchester's Dorchester Center,1414,,1900,11,212,292,Active,,,http://www.redfin.com/MA/Boston/11-Gaylord-St-02124/unit-3/home/9064296,MLS PIN,72255803,N,Y,42.2986218,-71.0738417
MLS Listing,,Condo/Co-op,74 Kingsdale St #3,Boston,MA,02124,449000,3,2.0,Dorchester,1500,,1911,11,299,150,Active,,,http://www.redfin.com/MA/Boston/74-Kingsdale-St-02124/unit-3/home/144320252,MLS PIN,72255786,N,Y,42.2944451,-71.0827652
MLS Listing,,Condo/Co-op,74 Kingsdale St #2,Boston,MA,02124,419000,3,2.0,Dorchester,1400,,1911,11,299,150,Active,,,http://www.redfin.com/MA/Boston/74-Kingsdale-St-02124/unit-2/home/144320251,MLS PIN,72255784,N,Y,42.2944451,-71.0827652
MLS Listing,,Condo/Co-op,74 Kingsdale St #1,Boston,MA,02124,409000,3,2.0,Dorchester,1400,,1911,11,292,150,Active,,,http://www.redfin.com/MA/Boston/74-Kingsdale-St-02124/unit-1/home/144320237,MLS PIN,72255779,N,Y,42.2944451,-71.0827652
MLS Listing,,Single Family Residential,42 Freeman Ave,Boston,MA,02132,419000,3,1.5,West Roxbury,1440,4910,1973,11,291,,Active,,,http://www.redfin.com/MA/Boston/42-Freeman-Ave-02132/home/9220636,MLS PIN,72255744,N,Y,42.2635979,-71.1574325
MLS Listing,,Single Family Residential,127 Carolina Ave,Boston,MA,02130,975000,4,2.5,Sumner Hill,1871,3162,1927,11,521,,Active,,,http://www.redfin.com/MA/Boston/127-Carolina-Ave-02130/home/9148943,MLS PIN,72255675,N,Y,42.3078148,-71.110587
MLS Listing,,Single Family Residential,360 Arborway,Boston,MA,02130,2295000,5,3.5,Jamaica Plain,4527,8151,1925,11,507,,Active,,,http://www.redfin.com/MA/Boston/360-Arborway-02130/home/9150433,MLS PIN,72255674,N,Y,42.3035152,-71.1175004
MLS Listing,,Condo/Co-op,45 Province St #1603,Boston,MA,02108,1399000,2,2.0,Midtown,1117,1117,2007,12,1252,880,Active,,,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-1603/home/39913145,MLS PIN,72255618,N,Y,42.3572817,-71.0599532
MLS Listing,,Townhouse,132 Rowe St #132,Boston,MA,02131,529000,3,1.5,Roslindale,1428,,1987,12,370,300,Active,,,http://www.redfin.com/MA/Boston/132-Rowe-St-02131/unit-132/home/144317885,MLS PIN,72255548,N,Y,42.2803821,-71.1205287
MLS Listing,,Condo/Co-op,126 Salem St Ph 8,Boston,MA,02113,1295000,2,1.5,North End,1065,,2017,12,1216,532,Active,,,http://www.redfin.com/MA/Boston/126-Salem-St-02113/unit-8/home/144317795,MLS PIN,72255527,N,Y,42.364963,-71.055657
MLS Listing,,Condo/Co-op,126 Salem St #6,Boston,MA,02113,949000,2,1.0,North End,827,,2017,12,1148,413,Active,,,http://www.redfin.com/MA/Boston/126-Salem-St-02113/unit-6/home/144317794,MLS PIN,72255526,N,Y,42.364963,-71.055657
MLS Listing,,Multi-Family (2-4 Unit),50 Lithgow St,Boston,MA,02124,849800,9,3.0,Dorchester,3513,5326,1905,12,242,,Active,,,http://www.redfin.com/MA/Boston/50-Lithgow-St-02124/home/9068727,MLS PIN,72255524,N,Y,42.2904493,-71.0687766
MLS Listing,,Condo/Co-op,1650 Commonwealth #301,Boston,MA,02135,799000,2,1.0,Brighton,857,,2017,12,932,537,Active,,,http://www.redfin.com/MA/Boston/1650-Commonwealth-Ave-02135/unit-301/home/144317625,MLS PIN,72255499,N,Y,42.3418247,-71.1436113
MLS Listing,,Condo/Co-op,1650 Commonwealth #202,Boston,MA,02135,629000,1,1.0,Brighton,676,,2017,12,930,429,Active,,,http://www.redfin.com/MA/Boston/1650-Commonwealth-Ave-02135/unit-202/home/144317614,MLS PIN,72255495,N,Y,42.3418247,-71.1436113
MLS Listing,,Townhouse,364-366 Neponset Ave #1,Boston,MA,02122,699999,3,2.5,Boston,1694,,2017,12,413,300,Active,,,http://www.redfin.com/MA/Boston/364-366-Neponset-Ave-02122/unit-1/home/144317160,MLS PIN,72255425,N,Y,42.2871809,-71.0451
MLS Listing,,Townhouse,90 Parsons St #90,Boston,MA,02135,839000,3,3.5,Brighton,1685,,2017,12,498,9999,Active,,,http://www.redfin.com/MA/Boston/90-Parsons-St-02135/unit-90/home/144317142,MLS PIN,72255422,N,Y,42.353283,-71.1543533
MLS Listing,,Condo/Co-op,330 E St #1,Boston,MA,02127,749000,2,1.0,Boston,1271,,1899,12,589,348,Active,,,http://www.redfin.com/MA/Boston/330-E-St-02127/unit-1/home/35623549,MLS PIN,72255412,N,Y,42.338155,-71.0490501
MLS Listing,,Townhouse,364-366 Neponset Ave #6,Boston,MA,02122,750000,3,2.5,Dorchester's Neponset,1595,,2017,12,470,300,Active,,,http://www.redfin.com/MA/Boston/364-366-Neponset-Ave-02122/unit-6/home/144317055,MLS PIN,72255402,N,Y,42.2871809,-71.0451
MLS Listing,,Multi-Family (2-4 Unit),9 Harvard Park,Boston,MA,02124,499999,7,3.0,Boston,2789,4100,1925,12,179,,Active,,,http://www.redfin.com/MA/Boston/9-Harvard-Park-02124/home/9065436,MLS PIN,72255394,N,Y,42.2985306,-71.0745835
MLS Listing,,Condo/Co-op,357 Commercial St #811,Boston,MA,02109,1075000,2,1.5,Waterfront,1223,,1987,12,879,884,Active,,,http://www.redfin.com/MA/Boston/357-Commercial-St-02109/unit-811/home/9230615,MLS PIN,72255340,N,Y,42.3660409,-71.0506927
MLS Listing,,Multi-Family (2-4 Unit),61 Condor St,Boston,MA,02128,849999,6,3.0,East Boston,2568,2187,1900,12,331,,Active,,,http://www.redfin.com/MA/Boston/61-Condor-St-02128/home/9113283,MLS PIN,72255304,N,Y,42.3824555,-71.0379479
MLS Listing,,Condo/Co-op,20 Rowes Wharf #302,Boston,MA,02110,1375000,1,1.5,Waterfront,981,,1987,12,1402,1297,Active,,,http://www.redfin.com/MA/Boston/20-Rowes-Wharf-02110/unit-302/home/9229836,MLS PIN,72255238,N,Y,42.3569094,-71.0500568
MLS Listing,,Multi-Family (2-4 Unit),93 Devon St,Boston,MA,02121,699000,8,3.0,Boston,4069,4236,1900,13,172,,Active,,,http://www.redfin.com/MA/Boston/93-Devon-St-02121/home/9069548,MLS PIN,72255169,N,Y,42.3091337,-71.0788618
MLS Listing,,Multi-Family (2-4 Unit),3 Florida St,Boston,MA,02124,999000,6,3.0,Boston,3431,6952,1890,13,291,,Active,,,http://www.redfin.com/MA/Boston/3-Florida-St-02124/home/9083254,MLS PIN,72255161,N,Y,42.2921293,-71.06055
MLS Listing,,Condo/Co-op,12 Upham Ave #1,Boston,MA,02125,567000,2,2.0,Dorchester's Uphams Corner,1446,1446,1920,13,392,220,Active,,,http://www.redfin.com/MA/Boston/12-Upham-Ave-02125/unit-1/home/18995444,MLS PIN,72255138,N,Y,42.3155246,-71.0649744
MLS Listing,,Condo/Co-op,21 Wormwood St #620,Boston,MA,02210,1275000,2,1.0,Seaport District,1324,1324,1900,13,963,422,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-620/home/9304263,MLS PIN,72255087,N,Y,42.3471212,-71.0501184
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 6E,Boston,MA,02114,1085000,1,1.0,Waterfront,940,,2017,13,1154,970,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-6E/home/144310550,MLS PIN,72255019,N,Y,42.3672009,-71.0590324
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 11P,Boston,MA,02114,860000,1,1.0,Waterfront,750,,2017,13,1147,795,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-11P/home/144310395,MLS PIN,72254992,N,Y,42.3672009,-71.0590324
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 11Q,Boston,MA,02114,660000,0,1.0,Waterfront,602,,2017,13,1096,654,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-11Q/home/144310309,MLS PIN,72254989,N,Y,42.3672009,-71.0590324
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 11C,Boston,MA,02114,1590000,2,2.0,Waterfront,1279,,2017,13,1243,1683,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-11C/home/144310302,MLS PIN,72254988,N,Y,42.3672009,-71.0590324
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 6K,Boston,MA,02114,1395000,2,2.0,Waterfront,1365,,2017,13,1022,1777,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-6K/home/113846737,MLS PIN,72254982,N,Y,42.367026225086,-71.060010759663
MLS Listing,,Condo/Co-op,100 Lovejoy Pl Unit 11A,Boston,MA,02114,995000,1,1.0,Waterfront,873,,2017,13,1140,954,Active,,,http://www.redfin.com/MA/Boston/100-Lovejoy-Pl-02114/unit-11A/home/144310263,MLS PIN,72254977,N,Y,42.3672009,-71.0590324
MLS Listing,,Condo/Co-op,45 W THIRD St #512,Boston,MA,02127,1320000,2,2.0,South Boston,1406,,2018,13,939,758,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-512/home/144309861,MLS PIN,72254918,N,Y,42.3422805,-71.0542439
MLS Listing,,Condo/Co-op,45 W THIRD St #415,Boston,MA,02127,1175000,2,2.0,South Boston,1246,,2018,13,943,675,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-415/home/113353878,MLS PIN,72254904,N,Y,42.3423697,-71.0542387
MLS Listing,,Condo/Co-op,45 W THIRD St #411,Boston,MA,02127,915000,1,1.5,South Boston,1038,,2018,13,882,525,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-411/home/113446889,MLS PIN,72254902,N,Y,42.3423697,-71.0542387
MLS Listing,,Condo/Co-op,2 Avery St Unit 35B,Boston,MA,02111,1495000,1,2.0,Midtown,1032,,2000,13,1449,1579,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-35B/home/9313210,MLS PIN,72254863,N,Y,42.3528703,-71.0629976
MLS Listing,,Condo/Co-op,984 Memorial Dr #404,Cambridge,MA,02138,1695000,3,2.0,Cambridge,1516,,1917,13,1118,1409,Active,,,http://www.redfin.com/MA/Cambridge/984-Memorial-Dr-02138/unit-404/home/55088986,MLS PIN,72254828,N,Y,42.3725683,-71.1251506
MLS Listing,,Multi-Family (2-4 Unit),197-199 N St,Boston,MA,02127,2000000,7,5.0,South Boston,3650,1752,1890,14,548,,Active,,,http://www.redfin.com/MA/Boston/199-N-St-02127/home/9191749,MLS PIN,72254774,N,Y,42.3317215,-71.0312642
MLS Listing,,Multi-Family (2-4 Unit),3266 Washington St,Boston,MA,02130,1300000,8,3.0,Jamaica Plain,3492,4867,1905,14,372,,Active,,,http://www.redfin.com/MA/Boston/3266-Washington-St-02130/home/9146247,MLS PIN,72254713,N,Y,42.3111489,-71.1025584
MLS Listing,,Townhouse,92 Parsons St #92,Boston,MA,02135,819000,3,3.5,Brighton,1669,,2017,14,491,9999,Active,,,http://www.redfin.com/MA/Boston/92-Parsons-St-02135/unit-92/home/144291303,MLS PIN,72254676,N,Y,42.3533437,-71.1543855
MLS Listing,,Condo/Co-op,770 E 4Th St #2,Boston,MA,02127,859900,2,2.5,South Boston,1500,1500,1890,14,573,150,Active,,,http://www.redfin.com/MA/Boston/770-E-4th-St-02127/unit-2/home/26771386,MLS PIN,72254652,N,Y,42.3349624,-71.032898
MLS Listing,,Single Family Residential,45 Humphreys St,Boston,MA,02125,650000,3,1.5,Dorchester,1701,2685,1900,15,382,,Active,December-2-2017 02:00 PM,December-2-2017 04:00 PM,http://www.redfin.com/MA/Boston/45-Humphreys-St-02125/home/9064642,MLS PIN,72254563,N,Y,42.3191424,-71.0672155
MLS Listing,,Condo/Co-op,15 Gibson St #2,Boston,MA,02122,430000,2,1.5,Dorchester's Fields Corner,1129,,1905,16,381,200,Active,,,http://www.redfin.com/MA/Boston/15-Gibson-St-02122/unit-2/home/21718371,MLS PIN,72254511,N,Y,42.2971519,-71.060065
MLS Listing,,Single Family Residential,11 Ernest Ave,Boston,MA,02136,350000,2,1.5,Boston,1450,7728,1950,16,241,,Active,,,http://www.redfin.com/MA/Boston/11-Ernest-Ave-02136/home/21719618,MLS PIN,72254487,N,Y,42.2414677,-71.1429702
MLS Listing,,Condo/Co-op,52 Melrose St #1,Boston,MA,02116,1495000,2,2.5,Bay Village,1354,,2017,16,1104,154,Active,,,http://www.redfin.com/MA/Boston/52-Melrose-St-02116/unit-1/home/109005814,MLS PIN,72254421,N,Y,42.3488878,-71.0689707
MLS Listing,,Single Family Residential,133 Chestnut St,Brookline,MA,02445,1399000,3,3.5,Brookline,1855,6089,2017,16,754,,Active,,,http://www.redfin.com/MA/Brookline/133-Chestnut-St-02445/home/11491921,MLS PIN,72254413,N,Y,42.3246079,-71.1234001
MLS Listing,,Condo/Co-op,133 Chestnut St Unit B,Brookline,MA,02445,1399000,3,3.5,Brookline,1855,6089,2017,16,754,250,Active,,,http://www.redfin.com/MA/Brookline/133-Chestnut-St-02445/unit-B/home/144287134,MLS PIN,72254411,N,Y,42.3246079,-71.1234001
MLS Listing,,Single Family Residential,236 Manthorne Rd,Boston,MA,02132,599000,3,1.5,West Roxbury,1800,5000,1938,16,333,,Active,,,http://www.redfin.com/MA/Boston/236-Manthorne-Rd-02132/home/9202546,MLS PIN,72254379,N,Y,42.294735,-71.1563489
MLS Listing,,Multi-Family (2-4 Unit),119 Hazelton,Boston,MA,02126,590000,6,2.0,Mattapan,3467,6256,1920,16,170,,Active,,,http://www.redfin.com/MA/Boston/119-Hazleton-St-02126/home/144286532,MLS PIN,72254306,N,Y,42.2821033,-71.097222
MLS Listing,,Condo/Co-op,177 Coleridge St #2,Boston,MA,02128,649000,2,2.0,Boston,1086,,1900,16,598,400,Active,,,http://www.redfin.com/MA/Boston/177-Coleridge-St-02128/unit-2/home/144285822,MLS PIN,72254198,N,Y,42.381352,-71.0129499
MLS Listing,,Single Family Residential,287 Main St,Boston,MA,02129,525000,0,0.5,Charlestown,1000,1042,1900,16,525,,Active,,,http://www.redfin.com/MA/Boston/287-Main-St-02129/home/41363764,MLS PIN,72254139,N,Y,42.377698,-71.0669354
MLS Listing,,Condo/Co-op,25-29 Isabella St #1,Boston,MA,02116,2475000,2,2.5,Bay Village,2065,,2018,16,1199,825,Active,,,http://www.redfin.com/MA/Boston/29-Isabella-St-02116/unit-1/home/144285267,MLS PIN,72254108,N,Y,42.3489473,-71.0704614
MLS Listing,,Condo/Co-op,45 W THIRD St #315,Boston,MA,02127,899000,1,1.0,South Boston,959,,2018,16,937,516,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-315/home/113220869,MLS PIN,72254099,N,Y,42.3423697,-71.0542387
MLS Listing,,Condo/Co-op,45 W THIRD St #324,Boston,MA,02127,1025000,2,2.0,South Boston,1092,,2018,16,939,589,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-324/home/144285227,MLS PIN,72254098,N,Y,42.3422805,-71.0542439
MLS Listing,,Condo/Co-op,45 W THIRD St #202,Boston,MA,02127,835000,1,1.0,South Boston,910,,2018,16,918,479,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-202/home/109474348,MLS PIN,72254097,N,Y,42.3423697,-71.0542387
MLS Listing,,Condo/Co-op,45 W THIRD St #205,Boston,MA,02127,1075000,2,2.5,South Boston,1128,,2018,16,953,617,Active,,,http://www.redfin.com/MA/Boston/45-W-3rd-St-02127/unit-205/home/129951426,MLS PIN,72254096,N,Y,42.3422805,-71.0542439
MLS Listing,,Multi-Family (2-4 Unit),92 Whitfield St,Boston,MA,02124,649900,9,3.5,Dorchester's Codman Square,3068,4500,1988,16,212,,Active,,,http://www.redfin.com/MA/Boston/92-Whitfield-St-02124/home/11834284,MLS PIN,72254080,N,Y,42.2925401,-71.0750348
MLS Listing,,Condo/Co-op,85 E India Row Unit 33H,Boston,MA,02110,729000,1,1.0,Waterfront,880,880,1972,17,828,911,Active,,,http://www.redfin.com/MA/Boston/85-E-India-Row-02110/unit-33H/home/9261821,MLS PIN,72253953,N,Y,42.3581173,-71.0497989
MLS Listing,,Condo/Co-op,140 Shawmut Ave Unit 2H,Boston,MA,02118,2200000,3,2.5,South End,1796,,2017,17,1225,1047,Active,,,http://www.redfin.com/MA/Boston/140-Shawmut-Ave-02118/unit-2H/home/103785587,MLS PIN,72253942,N,Y,42.3459437,-71.06581
MLS Listing,,Townhouse,70 Franklin St Unit 70A,Boston,MA,02134,625000,2,2.0,Allston,1620,1620,1986,17,386,300,Active,,,http://www.redfin.com/MA/Boston/70-Franklin-St-02134/unit-70A/home/8987544,MLS PIN,72253903,N,Y,42.3580551,-71.1331991
MLS Listing,,Condo/Co-op,154-156 L St #2,Boston,MA,02127,775000,2,2.0,Boston,1335,1335,1885,17,581,200,Active,,,http://www.redfin.com/MA/Boston/156-L-St-02127/unit-2/home/21941772,MLS PIN,72253894,N,Y,42.3326729,-71.0350657
MLS Listing,,Condo/Co-op,80 Broad St #904,Boston,MA,02110,1450000,2,2.0,Waterfront,1282,1282,2006,17,1131,1285,Active,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-904/home/12439667,MLS PIN,72253893,N,Y,42.3577317,-71.0528044
MLS Listing,,Condo/Co-op,121 Portland St #704,Boston,MA,02114,774000,1,1.0,Midtown,682,,2016,17,1135,516,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-704/home/144283659,MLS PIN,72253885,N,Y,42.3635507,-71.0604554
MLS Listing,,Condo/Co-op,121 Portland St #208,Boston,MA,02114,785000,1,1.0,North End,814,,2016,17,964,501,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-208/home/108467982,MLS PIN,72253879,N,Y,42.3635475,-71.060897
MLS Listing,,Condo/Co-op,121 Portland St #703,Boston,MA,02114,674000,1,1.0,North End,619,,2016,17,1089,472,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-703/home/113913103,MLS PIN,72253883,N,Y,42.3635475,-71.060897
MLS Listing,,Condo/Co-op,107 Jersey St #16,Boston,MA,02215,649900,2,1.0,The Fenway,684,684,1930,17,950,305,Active,,,http://www.redfin.com/MA/Boston/107-Jersey-St-02215/unit-16/home/9274525,MLS PIN,72253882,N,Y,42.3431192,-71.0972506
MLS Listing,,Condo/Co-op,121 Portland St #204,Boston,MA,02114,815000,1,1.5,Midtown,788,,2016,17,1034,511,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-204/home/77423192,MLS PIN,72253873,N,Y,42.3635507,-71.0604554
MLS Listing,,Multi-Family (2-4 Unit),2 Westerly St,Boston,MA,02130,1599000,11,4.0,Boston,3438,2760,1930,17,465,,Active,,,http://www.redfin.com/MA/Boston/2-Westerly-St-02130/home/9140108,MLS PIN,72253838,N,Y,42.322803,-71.106773
MLS Listing,,Single Family Residential,1885 Hyde Park Ave,Boston,MA,02136,465000,3,2.0,Hyde Park's Readville,1493,7500,1920,17,311,,Active,,,http://www.redfin.com/MA/Boston/1885-Hyde-Park-Ave-02136/home/9134857,MLS PIN,72253814,N,Y,42.2347206,-71.1334589
MLS Listing,,Condo/Co-op,278 Clarendon St #1,Boston,MA,02116,624900,1,1.0,Back Bay,767,,1910,17,815,385,Active,,,http://www.redfin.com/MA/Boston/278-Clarendon-St-02116/unit-1/home/9237491,MLS PIN,72253802,N,Y,42.3539271,-71.0769764
MLS Listing,,Condo/Co-op,417 Bunker Hill St #2,Boston,MA,02129,925000,3,2.0,Charlestown,1371,1169,1890,17,675,200,Active,,,http://www.redfin.com/MA/Boston/417-Bunker-Hill-St-02129/unit-2/home/144283236,MLS PIN,72253790,N,Y,42.3829645,-71.0703799
MLS Listing,,Condo/Co-op,28 Ferndale St #2,Boston,MA,02124,299900,3,2.0,Dorchester's Codman Square,1091,1091,1991,17,275,350,Active,,,http://www.redfin.com/MA/Boston/28-Ferndale-St-02124/unit-2/home/9064333,MLS PIN,72253788,N,Y,42.2887909,-71.0775508
MLS Listing,,Condo/Co-op,2039 Commonwealth Ave #1,Boston,MA,02135,445000,3,1.0,Brighton,810,,1920,17,549,316,Active,,,http://www.redfin.com/MA/Boston/2039-Commonwealth-Ave-02135/unit-1/home/9039121,MLS PIN,72253776,N,Y,42.3403265,-71.16006
MLS Listing,,Condo/Co-op,304 Neponset #1,Boston,MA,02122,489000,2,2.0,Dorchester's Neponset,809,,2017,17,604,175,Active,,,http://www.redfin.com/MA/Boston/304-Neponset-Ave-02122/unit-1/home/143849544,MLS PIN,72253659,N,Y,42.2888651,-71.047217
MLS Listing,,Condo/Co-op,304 Neponset #3,Boston,MA,02122,539000,2,2.5,Dorchester's Neponset,1288,,2017,17,418,195,Active,,,http://www.redfin.com/MA/Boston/304-Neponset-Ave-02122/unit-3/home/143849549,MLS PIN,72253657,N,Y,42.2888651,-71.047217
MLS Listing,,Townhouse,224 Allandale Rd Unit A,Boston,MA,02467,1599000,4,4.5,West Roxbury's Chestnut Hill,4770,6753,1994,17,335,1920,Active,,,http://www.redfin.com/MA/Boston/200-234-Allandale-Rd-02467/unit-A/home/9300004,MLS PIN,72253585,N,Y,42.301738,-71.1391175
MLS Listing,,Townhouse,27 Marcella St #4,Boston,MA,02119,665000,3,2.5,Roxbury's Fort Hill,1721,8877,2017,17,386,280,Active,,,http://www.redfin.com/MA/Boston/27-Marcella-St-02119/unit-4/home/122343354,MLS PIN,72253528,N,Y,42.3219046,-71.0946942
MLS Listing,,Condo/Co-op,86 Sanborn Ave #1,Boston,MA,02132,459900,3,1.0,West Roxbury,1133,1133,1930,17,406,205,Active,,,http://www.redfin.com/MA/Boston/86-Sanborn-Ave-02132/unit-1/home/11837606,MLS PIN,72253504,N,Y,42.2822584,-71.1665852
MLS Listing,,Condo/Co-op,32 E Springfield St #2,Boston,MA,02118,630000,1,1.0,South End,630,630,1890,18,1000,171,Active,,,http://www.redfin.com/MA/Boston/32-E-Springfield-St-02118/unit-2/home/9320545,MLS PIN,72253478,N,Y,42.336256,-71.075157
MLS Listing,,Condo/Co-op,109 D St #2,Boston,MA,02127,869999,3,2.0,South Boston,1831,1831,2006,18,475,213,Active,,,http://www.redfin.com/MA/Boston/109-D-St-02127/unit-2/home/18982518,MLS PIN,72253446,N,Y,42.3353284,-71.0546927
MLS Listing,,Condo/Co-op,244 Eliot #1,Milton,MA,02186,499900,2,2.0,Milton,891,,2017,18,561,219,Active,,,http://www.redfin.com/MA/Milton/244-Eliot-St-02186/unit-1/home/113678353,MLS PIN,72253436,N,Y,42.2683102,-71.0788145
MLS Listing,,Condo/Co-op,12 Stoneholm St #603,Boston,MA,02115,670000,1,1.5,The Fenway,656,,1970,18,1021,625,Active,,,http://www.redfin.com/MA/Boston/12-Stoneholm-St-02115/unit-603/home/21717771,MLS PIN,72253411,N,Y,42.3458507,-71.0885025
MLS Listing,,Single Family Residential,8 Earnshaw St,Boston,MA,02132,359900,2,1.5,West Roxbury,960,4608,1920,18,375,,Active,,,http://www.redfin.com/MA/Boston/8-Earnshaw-St-02132/home/9217377,MLS PIN,72253388,N,Y,42.274874,-71.1635344
MLS Listing,,Single Family Residential,592 Poplar St,Boston,MA,02131,225000,3,1.0,Boston,1207,5400,1941,18,186,,Active,,,http://www.redfin.com/MA/Boston/592-Poplar-St-02131/home/9181579,MLS PIN,72253371,N,Y,42.2700186,-71.1319881
MLS Listing,,Condo/Co-op,84 Seaverns Ave #2,Boston,MA,02130,849500,3,2.5,Boston,1574,1464,1892,18,540,240,Active,,,http://www.redfin.com/MA/Boston/84-Seaverns-Ave-02130/unit-2/home/9328076,MLS PIN,72253361,N,Y,42.3110908,-71.1096633
