SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,73 Sunset Ave,Dedham,MA,02026,499900,3,1.5,Dedham,1824,6732,1971,26,274,,Active,,,http://www.redfin.com/MA/Dedham/73-Sunset-Ave-02026/home/8852324,MLS PIN,72249827,N,Y,42.2547997,-71.1580289
MLS Listing,,Townhouse,16 McBride St #2,Boston,MA,02130,995000,3,2.5,Jamaica Plain,1800,,2017,26,553,250,Active,,,http://www.redfin.com/MA/Boston/16-McBride-St-02130/unit-2/home/144228593,MLS PIN,72249816,N,Y,42.3061037,-71.1142128
MLS Listing,,Condo/Co-op,99 Tremont St #112,Boston,MA,02135,645000,1,1.0,Brighton,794,,2017,26,812,443,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-112/home/144228534,MLS PIN,72249793,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,1 Prescott St #303,Boston,MA,02128,399900,2,1.0,East Boston,868,868,1900,26,461,300,Active,,,http://www.redfin.com/MA/Boston/1-Prescott-St-02128/unit-303/home/9113609,MLS PIN,72249790,N,Y,42.3810238,-71.0314596
MLS Listing,,Single Family Residential,38 Caryll St,Boston,MA,02126,799000,8,4.0,Dorchester's Lower Mills,3300,9100,1950,26,242,,Active,,,http://www.redfin.com/MA/Boston/38-Caryll-St-02126/home/9158622,MLS PIN,72249789,N,Y,42.2752824,-71.0769236
MLS Listing,,Multi-Family (2-4 Unit),25 Worthington St,Boston,MA,02120,1725000,8,6.0,Mission Hill,2900,1440,1837,26,595,,Active,,,http://www.redfin.com/MA/Roxbury-Crossing/25-Worthington-St-02120/home/9291760,MLS PIN,72249785,N,Y,42.334273,-71.101913
MLS Listing,,Multi-Family (2-4 Unit),20 Worthington St,Boston,MA,02120,1725000,8,4.0,Mission Hill,2900,1440,1873,26,595,,Active,,,http://www.redfin.com/MA/Roxbury-Crossing/20-Worthington-St-02120/unit-1/home/39587837,MLS PIN,72249784,N,Y,42.334316,-71.102371
MLS Listing,,Condo/Co-op,261 Beacon #32,Boston,MA,02116,369000,0,1.0,Back Bay,258,,1886,26,1430,186,Active,,,http://www.redfin.com/MA/Boston/261-Beacon-St-02116/unit-32/home/137074899,MLS PIN,72249642,N,Y,42.3532621,-71.0795184
MLS Listing,,Condo/Co-op,891 E First St #1,Boston,MA,02127,899900,2,2.0,South Boston,1184,3497,2017,26,760,300,Active,,,http://www.redfin.com/MA/Boston/891-E-1st-St-02127/unit-1/home/144226519,MLS PIN,72249526,N,Y,42.3381089,-71.0276734
MLS Listing,,Condo/Co-op,210 W 9th #2,Boston,MA,02127,949000,2,2.5,South Boston,2225,,2001,26,427,250,Active,,,http://www.redfin.com/MA/Boston/210-W-9th-St-02127/unit-2/home/144226469,MLS PIN,72249520,N,Y,42.3331399,-71.0521959
MLS Listing,,Single Family Residential,46 Stonehill Rd,Boston,MA,02136,499900,4,2.0,Hyde Park,1781,6009,1954,27,281,,Active,,,http://www.redfin.com/MA/Boston/46-Stonehill-Rd-02136/home/9137129,MLS PIN,72249423,N,Y,42.2546038,-71.1417238
MLS Listing,,Townhouse,2757 Washington St #3,Boston,MA,02119,600000,3,2.5,Roxbury's Fort Hill,1582,,2017,27,379,210,Active,,,http://www.redfin.com/MA/Boston/2757-Washington-St-02119/unit-3/home/144040427,MLS PIN,72249414,N,Y,42.322584,-71.09115
MLS Listing,,Condo/Co-op,21 Park Vale Ave #2,Boston,MA,02134,480000,3,1.0,Boston,780,780,1910,27,615,560,Active,,,http://www.redfin.com/MA/Boston/21-Park-Vale-Ave-02134/unit-2/home/8984662,MLS PIN,72249400,N,Y,42.3515343,-71.1327946
MLS Listing,,Condo/Co-op,11A Melrose St #2,Boston,MA,02116,995000,2,1.0,Bay Village,815,,1900,27,1221,250,Active,,,http://www.redfin.com/MA/Boston/11A-Melrose-St-02116/unit-2/home/144223042,MLS PIN,72249359,N,Y,42.3492471,-71.0675791
MLS Listing,,Condo/Co-op,402 Meridian #3,Boston,MA,02128,659900,3,2.0,East Boston,1528,,1860,27,432,225,Active,,,http://www.redfin.com/MA/Boston/402-Meridian-St-02128/unit-3/home/40174952,MLS PIN,72249293,N,Y,42.3799937,-71.0394823
MLS Listing,,Condo/Co-op,135 Granite Ave #34,Boston,MA,02124,319000,1,1.0,Dorchester,659,659,1967,27,484,382,Active,,,http://www.redfin.com/MA/Boston/135-Granite-Ave-02124/unit-34/home/9105914,MLS PIN,72249270,N,Y,42.2788945,-71.0546437
MLS Listing,,Single Family Residential,79 Jamaica St,Boston,MA,02130,399900,2,1.0,Jamaica Plain,704,3115,1895,29,568,,Active,,,http://www.redfin.com/MA/Boston/79-Jamaica-St-02130/home/9150359,MLS PIN,72248924,N,Y,42.3051792,-71.1175144
MLS Listing,,Single Family Residential,54 Dedham St,Boston,MA,02136,789900,3,2.5,Hyde Park,2385,9225,2017,29,331,,Active,,,http://www.redfin.com/MA/Boston/54-Dedham-St-02136/home/9131260,MLS PIN,72248922,N,Y,42.251668,-71.135216
MLS Listing,,Vacant Land,80 Broad Street Parking Spc 52,Boston,MA,02110,149900,,,Financial District,,,,29,,,Active,,,http://www.redfin.com/MA/Boston/80-Broad-Street-Parking-02110/unit-52/home/113890148,MLS PIN,72248893,N,Y,42.3613114,-71.0482911
MLS Listing,,Condo/Co-op,1241-1255 Adams St Unit WM110,Boston,MA,02124,549900,1,1.0,Dorchester's Lower Mills,889,889,1900,29,619,497,Active,,,http://www.redfin.com/MA/Boston/1255-Adams-St-02124/unit-WM110/home/108267776,MLS PIN,72248866,N,Y,42.2710088,-71.0686086
MLS Listing,,Townhouse,15 Wenlock Rd #15,Boston,MA,02122,495000,2,1.5,Dorchester's Neponset,1442,,1986,29,343,300,Active,,,http://www.redfin.com/MA/Boston/15-Wenlock-Rd-02122/unit-15/home/113232819,MLS PIN,72248860,N,Y,42.2840714,-71.0483906
MLS Listing,,Multi-Family (2-4 Unit),825+825A Dorchester Ave,Boston,MA,02125,1795000,12,4.5,Dorchester,4406,3628,1930,29,407,,Active,,,http://www.redfin.com/MA/Boston/825-Dorchester-Ave-02125/unit-825A/home/9224532,MLS PIN,72248784,N,Y,42.3227026,-71.0570585
MLS Listing,,Multi-Family (2-4 Unit),180 Boston St,Boston,MA,02125,1579000,9,4.5,Dorchester,3399,2395,1910,29,465,,Active,,,http://www.redfin.com/MA/Boston/180-Boston-St-02125/home/9100424,MLS PIN,72248780,N,Y,42.3234855,-71.0600534
MLS Listing,,Condo/Co-op,19 Rill St #2,Boston,MA,02125,569000,3,1.5,Dorchester's Uphams Corner,1130,5418,1905,30,504,,Active,,,http://www.redfin.com/MA/Boston/19-Rill-St-02125/unit-2/home/28478758,MLS PIN,72248773,N,Y,42.3119687,-71.0651269
MLS Listing,,Condo/Co-op,19 Rill St #1,Boston,MA,02125,479000,2,1.5,Dorchester's Uphams Corner,1003,,1905,30,478,,Active,,,http://www.redfin.com/MA/Boston/19-Rill-St-02125/unit-1/home/18998674,MLS PIN,72248770,N,Y,42.3119687,-71.0651269
MLS Listing,,Condo/Co-op,35 FARRAGUT Rd #2,Boston,MA,02127,1699000,2,2.0,South Boston,2140,,2017,30,794,400,Active,,,http://www.redfin.com/MA/Boston/35-Farragut-Rd-02127/unit-2/home/144190726,MLS PIN,72248720,N,Y,42.337122,-71.025413
MLS Listing,,Multi-Family (2-4 Unit),32 E Cottage St,Boston,MA,02125,599000,6,3.0,Boston,2360,2389,1890,30,254,,Active,,,http://www.redfin.com/MA/Boston/32-E-Cottage-St-02125/home/144189635,MLS PIN,72248694,N,Y,42.3217032,-71.0696973
MLS Listing,,Condo/Co-op,225 Bowdoin St Unit B,Boston,MA,02122,319000,4,1.0,Dorchester,1400,,1915,30,228,200,Active,,,http://www.redfin.com/MA/Boston/225-Bowdoin-St-02122/unit-B/home/144188929,MLS PIN,72248685,N,Y,42.3057164,-71.0674737
MLS Listing,,Single Family Residential,102R Webster St,Boston,MA,02128,849000,3,2.5,East Boston's Jeffries Point,1752,,2017,30,485,,Active,,,http://www.redfin.com/MA/Boston/102-Webster-St-02128/home/9112174,MLS PIN,72248653,N,Y,42.366878,-71.036816
MLS Listing,,Townhouse,227 Gladstone St #1,Boston,MA,02128,850000,2,2.5,Boston,1640,,2017,30,518,150,Active,,,http://www.redfin.com/MA/Boston/227-Gladstone-St-02128/unit-1/home/144184669,MLS PIN,72248440,N,Y,42.3896664,-71.0082677
MLS Listing,,Townhouse,15 Downer Ct #15,Boston,MA,02122,499900,4,2.0,Boston,1657,1657,2004,30,302,175,Active,,,http://www.redfin.com/MA/Boston/15-Downer-Ct-02122/unit-15/home/113245469,MLS PIN,72248429,N,Y,42.3101254,-71.0648727
MLS Listing,,Condo/Co-op,99 Tremont St #410,Boston,MA,02135,975000,2,2.0,Brighton,1115,,2017,30,874,694,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-410/home/144183517,MLS PIN,72248381,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,320 Maverick #502,Boston,MA,02128,799000,2,2.0,East Boston's Jeffries Point,1194,,2017,31,669,423,Active,,,http://www.redfin.com/MA/Boston/320-Maverick-St-02128/unit-502/home/144175270,MLS PIN,72248286,N,Y,42.367161,-71.031554
MLS Listing,,Multi-Family (2-4 Unit),101 Walnut St,Boston,MA,02122,779000,5,3.0,Dorchester,2264,5719,1850,31,344,,Active,,,http://www.redfin.com/MA/Boston/101-Walnut-St-02122/home/9105640,MLS PIN,72248256,N,Y,42.2881505,-71.0397919
MLS Listing,,Condo/Co-op,14 Whitby Ter #1,Boston,MA,02125,775000,3,1.0,Dorchester,1872,3826,1900,31,414,245,Active,,,http://www.redfin.com/MA/Boston/14-Whitby-Ter-02125/unit-1/home/9063070,MLS PIN,72248146,N,Y,42.314121,-71.0605277
MLS Listing,,Condo/Co-op,352 W Third #15,Boston,MA,02127,649900,2,1.0,South Boston,725,,1920,31,896,222,Active,,,http://www.redfin.com/MA/Boston/352-W-3rd-St-02127/unit-15/home/144170284,MLS PIN,72248063,N,Y,42.3363157,-71.0447015
MLS Listing,,Condo/Co-op,9 Fayette St #1,Boston,MA,02116,850000,2,2.0,South End,765,,1901,31,1111,283,Active,,,http://www.redfin.com/MA/Boston/9-Fayette-St-02116/unit-1/home/9235169,MLS PIN,72247889,N,Y,42.3492717,-71.0669972
MLS Listing,,Condo/Co-op,350 W 2nd St #2,Boston,MA,02127,879000,2,2.0,South Boston,1494,1494,2012,31,588,342,Active,,,http://www.redfin.com/MA/Boston/350-W-2nd-St-02127/unit-2/home/40284259,MLS PIN,72247883,N,Y,42.3386077,-71.0464872
MLS Listing,,Condo/Co-op,31 Massachusetts Ave Unit 1-2,Boston,MA,02115,759000,2,1.0,Back Bay,722,722,1869,31,1051,456,Active,,,http://www.redfin.com/MA/Boston/31-Massachusetts-Ave-02115/unit-12/home/9270608,MLS PIN,72247878,N,Y,42.3502793,-71.0895893
MLS Listing,,Condo/Co-op,143-171 Hyde Park Ave Unit 155B,Boston,MA,02130,799000,3,2.0,Jamaica Plain,1825,52356,2017,31,438,384,Active,,,http://www.redfin.com/MA/Boston/143-Hyde-Park-Ave-02130/unit-155B/home/144167866,MLS PIN,72247845,N,Y,42.2984156,-71.1145838
MLS Listing,,Condo/Co-op,143-171 Hyde Park Ave Unit 167A,Boston,MA,02130,789000,3,2.5,Jamaica Plain,1705,52356,2017,31,463,379,Active,,,http://www.redfin.com/MA/Boston/143-Hyde-Park-Ave-02130/unit-167A/home/144167843,MLS PIN,72247843,N,Y,42.2984156,-71.1145838
MLS Listing,,Single Family Residential,5 Littledale St,Boston,MA,02131,529000,3,1.5,Roslindale,1530,4725,1935,32,346,,Active,,,http://www.redfin.com/MA/Boston/5-Littledale-St-02131/home/9178471,MLS PIN,72247787,N,Y,42.2734489,-71.1249715
MLS Listing,,Condo/Co-op,435 Shawmut Ave #3,Boston,MA,02118,949000,1,1.0,South End,922,922,1900,32,1029,354,Active,,,http://www.redfin.com/MA/Boston/435-Shawmut-Ave-02118/unit-3/home/9286348,MLS PIN,72247744,N,Y,42.339847,-71.0746137
MLS Listing,,Condo/Co-op,99 Tremont St #118,Boston,MA,02135,775000,1,1.0,Brighton,1052,,2017,32,737,562,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-118/home/144164890,MLS PIN,72247739,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,15 Bynner #2,Boston,MA,02130,539000,3,1.0,Boston,1016,1016,1900,32,531,150,Active,,,http://www.redfin.com/MA/Boston/15-Bynner-St-02130/unit-2/home/11738203,MLS PIN,72247736,N,Y,42.3233856,-71.1089826
MLS Listing,,Condo/Co-op,209 W Springfield St #1,Boston,MA,02118,869000,1,1.0,South End,722,722,1899,32,1204,216,Active,,,http://www.redfin.com/MA/Boston/209-W-Springfield-St-02118/unit-1/home/35635380,MLS PIN,72247699,N,Y,42.3405551,-71.0802142
MLS Listing,,Multi-Family (2-4 Unit),267 Centre St,Boston,MA,02122,899000,12,3.0,Dorchester,4071,3026,1899,32,221,,Active,,,http://www.redfin.com/MA/Boston/267-Centre-St-02122/home/9075870,MLS PIN,72247658,N,Y,42.2935546,-71.0617719
MLS Listing,,Condo/Co-op,255 Gold St #1,Boston,MA,02127,599000,2,1.5,South Boston,1028,1028,1890,32,583,200,Active,,,http://www.redfin.com/MA/Boston/255-Gold-St-02127/unit-1/home/9303024,MLS PIN,72247637,N,Y,42.3353818,-71.048473
MLS Listing,,Condo/Co-op,8 Whittier Pl Unit 24G,Boston,MA,02114,449000,1,1.0,West End,691,691,1964,32,650,676,Active,,,http://www.redfin.com/MA/Boston/8-Whittier-Pl-02114/unit-24G/home/9229120,MLS PIN,72247624,N,Y,42.3655875,-71.0675472
MLS Listing,,Condo/Co-op,25 Hancock St #1,Boston,MA,02114,679000,1,1.0,Beacon Hill,681,681,1890,32,997,292,Active,,,http://www.redfin.com/MA/Boston/25-Hancock-St-02114/unit-1/home/9227943,MLS PIN,72247591,N,Y,42.3604061,-71.0646949
MLS Listing,,Condo/Co-op,10 Charlesgate E #401,Boston,MA,02215,1250000,2,2.0,Back Bay,1118,1118,1910,32,1118,871,Active,,,http://www.redfin.com/MA/Boston/10-Charlesgate-E-02215/unit-401/home/9240048,MLS PIN,72247573,N,Y,42.3500008,-71.0912786
MLS Listing,,Condo/Co-op,325 Columbus Ave #1,Boston,MA,02116,895000,2,1.0,South End,1224,,1890,32,731,406,Active,,,http://www.redfin.com/MA/Boston/325-Columbus-Ave-02116/unit-1/home/9249378,MLS PIN,72247564,N,Y,42.3464366,-71.0749582
MLS Listing,,Single Family Residential,9 Sewall St,Boston,MA,02120,1298880,5,4.0,Mission Hill,1920,1500,1890,32,677,,Active,,,http://www.redfin.com/MA/Roxbury-Crossing/9-Sewall-St-02120/home/144350540,MLS PIN,72247530,N,Y,42.331316,-71.098336
MLS Listing,,Condo/Co-op,14 W Broadway #307,Boston,MA,02127,1169000,2,2.0,South Boston,1224,,2017,32,955,99999,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-307/home/144162315,MLS PIN,72247474,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #406,Boston,MA,02127,1249000,2,2.0,South Boston,1247,,2017,32,1002,99999,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-406/home/144162293,MLS PIN,72247473,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #505,Boston,MA,02127,860000,1,1.0,South Boston,831,,2017,32,1035,99999,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-505/home/144162292,MLS PIN,72247472,N,Y,42.3428463,-71.0569762
MLS Listing,,Condo/Co-op,14 W Broadway #203,Boston,MA,02127,1025000,2,2.0,South Boston,1134,,2017,32,904,99999,Active,,,http://www.redfin.com/MA/Boston/14-W-Broadway-02127/unit-203/home/144161487,MLS PIN,72247359,N,Y,42.3428463,-71.0569762
MLS Listing,,Multi-Family (2-4 Unit),51 Havre St,Boston,MA,02128,684900,5,3.5,East Boston,1800,1000,1910,32,381,,Active,,,http://www.redfin.com/MA/Boston/51-Havre-St-02128/home/9112591,MLS PIN,72247345,N,Y,42.3709433,-71.0399185
MLS Listing,,Condo/Co-op,1313 Washington St #420,Boston,MA,02118,1429000,2,2.0,South End,1422,,2002,32,1005,851,Active,,,http://www.redfin.com/MA/Boston/1313-Washington-St-02118/unit-420/home/9316690,MLS PIN,72247329,N,Y,42.3420501,-71.0684913
MLS Listing,,Single Family Residential,160 Savannah Ave,Boston,MA,02126,535000,4,2.0,Mattapan,1678,4000,1920,32,319,,Active,,,http://www.redfin.com/MA/Boston/160-Savannah-Ave-02126/home/9157891,MLS PIN,72247299,N,Y,42.2733396,-71.101197
MLS Listing,,Condo/Co-op,30-34 E Concord St #2,Boston,MA,02118,699000,2,1.5,South End,878,878,1899,32,796,506,Active,,,http://www.redfin.com/MA/Boston/30-34-E-Concord-St-02118/unit-2/home/39945807,MLS PIN,72247226,N,Y,42.3374062,-71.0740291
MLS Listing,,Multi-Family (2-4 Unit),31 Oakwood St,Boston,MA,02124,925000,12,6.0,Dorchester,4140,5000,2006,32,223,,Active,,,http://www.redfin.com/MA/Boston/31-Oakwood-St-02124/unit-2/home/21717979,MLS PIN,72247216,N,Y,42.2878913,-71.0737875
MLS Listing,,Condo/Co-op,2757 Washington St #1,Boston,MA,02119,550000,3,2.0,Roxbury's Fort Hill,1589,,2017,32,346,210,Active,,,http://www.redfin.com/MA/Boston/2757-Washington-St-02119/unit-1/home/143985586,MLS PIN,72247185,N,Y,42.322584,-71.09115
MLS Listing,,Single Family Residential,20 Lawrence St,Boston,MA,02116,2400000,3,2.5,South End,2117,803,1892,33,1134,,Active,,,http://www.redfin.com/MA/Boston/20-Lawrence-St-02116/home/144155338,MLS PIN,72247163,N,Y,42.3462001,-71.0723233
MLS Listing,,Condo/Co-op,99 Tremont St #211,Boston,MA,02135,569000,1,1.0,Brighton,846,,2017,33,673,397,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-211/home/144155232,MLS PIN,72247150,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,99 Tremont St #107,Boston,MA,02135,920000,2,2.0,Brighton,1175,,2017,33,783,650,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-107/home/144155209,MLS PIN,72247141,N,Y,42.3512679,-71.1723159
MLS Listing,,Single Family Residential,115 Desoto Rd,Boston,MA,02132,529000,4,2.5,West Roxbury,2400,3960,1955,33,220,,Active,,,http://www.redfin.com/MA/Boston/115-Desoto-Rd-02132/home/11735254,MLS PIN,72247132,N,Y,42.2593469,-71.1513528
MLS Listing,,Condo/Co-op,32 Commonwealth Unit 1F,Boston,MA,02116,2395000,3,3.5,Back Bay,2153,,1900,33,1112,1050,Active,,,http://www.redfin.com/MA/Boston/32-Commonwealth-Ave-02116/unit-1F/home/144155175,MLS PIN,72247123,N,Y,42.3528762,-71.072782
MLS Listing,,Single Family Residential,9 Gay Head St,Boston,MA,02130,750000,4,2.0,Jamaica Plain,2171,3280,1901,33,345,,Active,,,http://www.redfin.com/MA/Boston/9-Gay-Head-St-02130/home/9146618,MLS PIN,72247101,N,Y,42.3234634,-71.1051146
MLS Listing,,Condo/Co-op,188 Brookline Ave Unit 21-9 E,Boston,MA,02215,1399800,1,1.5,The Fenway,949,,2018,33,1475,858,Active,,,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-21-9-E/home/144154636,MLS PIN,72247008,N,Y,42.3437734,-71.1017218
MLS Listing,,Multi-Family (2-4 Unit),5-7 Bell Ct,Boston,MA,02127,929000,6,5.5,South Boston,2400,1300,1900,33,387,,Active,,,http://www.redfin.com/MA/Boston/7-Bell-Ct-02127/home/9189348,MLS PIN,72247004,N,Y,42.3355954,-71.0551242
MLS Listing,,Condo/Co-op,188 Brookline Ave Unit 24-7 D,Boston,MA,02215,921400,1,1.0,Boston,612,,2018,33,1506,559,Active,,,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-24-7-D/home/144154526,MLS PIN,72246980,N,Y,42.3437734,-71.1017218
MLS Listing,,Condo/Co-op,390 Commonwealth #611,Boston,MA,02215,1195000,2,1.5,Back Bay,1327,,1920,33,901,903,Active,,,http://www.redfin.com/MA/Boston/390-Commonwealth-Ave-02215/unit-611/home/9239883,MLS PIN,72246835,N,Y,42.3486285,-71.0902651
MLS Listing,,Condo/Co-op,18 Robert St #4,Boston,MA,02131,545000,2,2.0,Roslindale,1004,,2015,33,543,399,Active,,,http://www.redfin.com/MA/Boston/18-Robert-St-02131/unit-4/home/77520466,MLS PIN,72246832,N,Y,42.2872097,-71.1323829
MLS Listing,,Condo/Co-op,98 Wellsmere Rd #98,Boston,MA,02131,515000,3,1.0,Roslindale,1899,1899,1920,33,271,175,Active,,,http://www.redfin.com/MA/Boston/98-Wellsmere-Rd-02131/unit-98/home/113228160,MLS PIN,72246823,N,Y,42.2790396,-71.1333793
MLS Listing,,Condo/Co-op,28-32 Atlantic Ave #611,Boston,MA,02110,839000,1,1.0,Waterfront,804,804,1868,33,1044,582,Active,,,http://www.redfin.com/MA/Boston/28-Atlantic-Ave-02110/unit-611/home/9258838,MLS PIN,72246771,N,Y,42.363346,-71.050599
MLS Listing,,Condo/Co-op,21 Wormwood St #515,Boston,MA,02210,1199000,2,2.0,Seaport District,1483,1483,1900,33,808,461,Active,,,http://www.redfin.com/MA/Boston/21-Wormwood-St-02210/unit-515/home/9304193,MLS PIN,72246744,N,Y,42.3471212,-71.0501184
MLS Listing,,Condo/Co-op,1409 River St #47,Boston,MA,02136,279000,2,1.0,Hyde Park,712,712,1960,33,392,417,Active,,,http://www.redfin.com/MA/Boston/1409-River-St-02136/unit-47/home/9130140,MLS PIN,72246721,N,Y,42.2536905,-71.1298165
MLS Listing,,Multi-Family (2-4 Unit),24 Havelock St,Boston,MA,02124,799000,9,3.0,Dorchester,3447,3200,1920,34,232,,Active,,,http://www.redfin.com/MA/Boston/24-Havelock-St-02124/home/9101790,MLS PIN,72246702,N,Y,42.2861515,-71.0920181
MLS Listing,,Multi-Family (2-4 Unit),15 Bicknell St,Boston,MA,02121,899000,9,4.5,Boston,4942,6000,1905,34,182,,Active,,,http://www.redfin.com/MA/Boston/15-Bicknell-St-02121/home/9087003,MLS PIN,72246692,N,Y,42.2970306,-71.0823493
MLS Listing,,Townhouse,53A River St Unit -,Boston,MA,02126,485000,3,2.5,Dorchester,1536,,2017,34,316,225,Active,,,http://www.redfin.com/MA/Boston/53-River-St-02126/Unit/home/143925553,MLS PIN,72246593,N,Y,42.271838,-71.0723898
MLS Listing,,Multi-Family (2-4 Unit),33 Mayfield St,Boston,MA,02125,1100000,4,2.0,Boston,4329,7020,1900,34,254,,Active,,,http://www.redfin.com/MA/Boston/33-Mayfield-St-02125/home/9067942,MLS PIN,72246581,N,Y,42.3167524,-71.0583663
MLS Listing,,Condo/Co-op,19 Emerson St #19,Boston,MA,02127,399000,1,1.0,South Boston,560,560,1900,34,713,95,Active,,,http://www.redfin.com/MA/Boston/19-Emerson-St-02127/unit-19/home/113224648,MLS PIN,72246529,N,Y,42.3365628,-71.0436873
MLS Listing,,Condo/Co-op,580 Washington St #401,Boston,MA,02111,1850000,3,2.0,Midtown,1478,1478,2013,34,1252,1421,Active,,,http://www.redfin.com/MA/Boston/580-Washington-St-02111/unit-401/home/45419807,MLS PIN,72246377,N,Y,42.3532796,-71.0623509
MLS Listing,,Condo/Co-op,99 Tremont St #209,Boston,MA,02135,865000,2,2.0,Brighton,1098,,2017,35,788,617,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-209/home/144149171,MLS PIN,72246226,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,99 Tremont St #516,Boston,MA,02135,660000,1,1.0,Brighton,790,,2017,35,835,452,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-516/home/144149168,MLS PIN,72246224,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,99 Tremont St #205,Boston,MA,02135,515000,0,1.0,Brighton,616,,2017,35,836,354,Active,,,http://www.redfin.com/MA/Boston/99-Tremont-St-02135/unit-205/home/144149165,MLS PIN,72246223,N,Y,42.3512679,-71.1723159
MLS Listing,,Condo/Co-op,1514 Columbia Rd,Boston,MA,02127,1250000,3,2.5,South Boston,1732,,1915,35,722,315,Active,,,http://www.redfin.com/MA/Boston/56-Roland-St-02129/unit-1/home/9230726,MLS PIN,72246183,N,Y,42.3810374,-71.0800593
MLS Listing,,Condo/Co-op,144 Charles St Unit 2-3,Boston,MA,02114,350000,0,,Beacon Hill,,,1920,36,,250,Active,,,http://www.redfin.com/MA/Boston/144-Charles-St-02114/unit-2-3/home/144130734,MLS PIN,72246018,N,Y,42.3598814,-71.0709344
